coord_key,SDSS,SDR5ID,ra_deg,dec_deg,ra_deg_r,dec_deg_r,sep_arcsec,z,z_r,iMag,M_i,mbh_solar,chi2_pdf,log10_tau_d,log10_sigma_mag_sqrtyr,mu,npts,D(g-i),order,log10_tau_lim_lo,log10_tau_lim_hi,log10_sig_lim_lo,log10_sig_lim_hi,edge_flag,Plike,Pnoise,Pinf
19.653_0.561,011836.66+003337.9,2959.0,19.652781,0.560541,19.652781,0.560541,0.0,1.6302,1.6302,-24.953,-24.953,9.318,1.57178,2.73816,-0.688304,20.0656,55.0,0.191,1889,2.45815,4.45419,-0.864944,-0.578615,0.0,103.32,88.2737,102.916
19.668_0.668,011840.40+004004.0,2961.0,19.668362,0.667789,19.668362,0.667789,0.0,1.5995,1.5995,-25.023,-25.023,0.0,1.00734,5.0,-1.3,19.9571,65.0,0.168,1894,3.33921,4.70961,-1.3943,-1.12478,1.0,166.785,126.344,166.793
19.685_-0.381,011844.39-002251.8,2962.0,19.684996,-0.381074,19.684996,-0.381074,0.0,1.1666,1.1666,-24.22,-24.22,0.0,1.19496,2.51167,-0.692538,19.9697,54.0,-0.045,1782,2.33659,4.24683,-0.832711,-0.636674,0.0,116.672,76.8912,115.489
19.687_0.987,011844.76+005913.7,2963.0,19.686533,0.987149,19.686533,0.987149,0.0,1.1301,1.1301,-24.188,-24.188,9.216,1.11671,5.0,-0.825,20.0224,54.0,0.03,2077,3.4366,4.73626,-0.9362,-0.708236,1.0,111.173,70.8169,111.186
19.687_-0.258,011844.97-001529.1,2964.0,19.687378,-0.258086,19.687378,-0.258086,0.0,1.7899,1.7899,-25.413,-25.413,0.0,1.20653,5.0,-1.6,19.812,57.0,1.243,2024,3.42626,4.73289,-1.71154,-1.43408,1.0,150.133,133.447,150.141
19.690_0.058,011845.50+000330.3,2965.0,19.689604,0.05842,19.689604,0.05842,0.0,0.7556,0.7556,-22.865,-22.865,0.0,1.19507,2.57286,-0.724971,19.9215,54.0,-0.002,2060,2.37064,4.28771,-0.859936,-0.659168,0.0,120.015,92.6745,118.964
19.691_-0.236,011845.76-001409.2,2967.0,19.690702,-0.235891,19.690702,-0.235891,0.0,2.1923,2.1923,-26.606,-26.606,9.47,1.33626,2.43589,-0.566279,19.1258,57.0,0.051,2008,2.24482,4.24648,-0.721774,-0.518394,0.0,129.286,99.8397,128.162
19.697_0.782,011847.35+004654.9,2969.0,19.697319,0.781922,19.697319,0.781922,0.0,2.6636,2.6636,-27.241,-27.241,9.869,1.01608,4.05744,-1.0575,19.0355,66.0,0.078,1836,3.33283,4.68997,-1.14566,-0.97066,0.0,190.427,100.107,190.415
19.732_-0.676,011855.74-004032.3,2973.0,19.732283,-0.675653,19.732283,-0.675653,0.0,0.745,0.745,-24.259,-24.259,8.783,0.980498,2.43957,-0.837453,18.6735,56.0,-0.148,2085,2.29307,4.16716,-0.962724,-0.801993,0.0,162.262,103.064,160.817
19.743_-0.294,011858.27-001738.5,2974.0,19.742828,-0.294049,19.742828,-0.294049,0.0,1.5421,1.5421,-24.341,-24.341,0.0,1.27449,5.0,-0.975,20.2591,56.0,-0.002,2079,3.45464,4.72744,-1.06319,-0.850977,1.0,110.825,87.759,110.831
19.747_1.187,011859.33+011112.1,2975.0,19.747238,1.186713,19.747238,1.186713,0.0,3.1797,3.1797,-26.105,-26.105,9.602,1.24052,3.13044,-0.817147,20.4605,60.0,0.257,2111,2.89784,4.58035,-0.953302,-0.713869,0.0,111.677,68.4355,111.488
19.756_-0.119,011901.34-000707.8,2976.0,19.755593,-0.118834,19.755592,-0.118834,0.003073585126505738,1.5824,1.5824,-24.775,-24.775,0.0,1.39919,2.28443,-0.643837,20.1393,63.0,0.003,2103,2.10251,4.09959,-0.84804,-0.58325,0.0,129.479,98.3425,128.047
19.756_-0.579,011901.54-003442.9,2977.0,19.756424,-0.578605,19.756424,-0.578605,0.0,0.6614,0.6614,-22.828,-22.828,0.0,1.04501,1.70038,-0.221772,19.8553,49.0,0.192,1811,1.48111,2.03166,-0.333836,-0.171277,0.0,90.2262,64.5811,84.5624
19.762_-0.943,011902.94-005633.7,2978.0,19.762274,-0.942699,19.762274,-0.942699,0.0,1.6138,1.6138,-24.988,-24.988,0.0,1.15632,2.88943,-0.665571,19.8951,64.0,0.019,1883,2.77304,4.50827,-0.780705,-0.61033,0.0,143.791,67.164,143.266
19.765_0.840,011903.69+005025.5,2979.0,19.765405,0.840435,19.765406,0.840435,0.0,2.1326,2.1326,-25.793,-25.793,0.0,1.76846,2.99249,-1.02451,19.7536,118.0,0.001,1937,2.85371,4.54104,-1.14415,-0.960592,0.0,261.428,197.878,261.017
19.775_0.592,011905.91+003531.6,2981.0,19.774667,0.59212,19.774668,0.59212,0.0,1.2941,1.2941,-24.332,-24.332,8.573,1.13856,2.27745,-0.682125,19.8988,56.0,-0.027,1725,2.08508,3.73122,-0.828405,-0.624745,0.0,125.174,77.6453,123.047
19.778_-0.461,011906.79-002740.6,2982.0,19.778298,-0.461291,19.778297,-0.461291,0.0,0.9882,0.9882,-24.889,-24.889,8.717,1.19243,3.60635,-0.836262,18.5856,66.0,-0.159,1774,3.22567,4.65806,-0.925714,-0.787942,0.0,188.643,80.1592,188.572
19.784_-0.661,011908.04-003940.6,2983.0,19.783504,-0.661292,19.783504,-0.661292,0.0,0.9456,0.9456,-23.609,-23.609,8.805,1.38771,2.51226,-0.322343,19.9361,45.0,-0.748,1775,2.36712,4.3682,-0.525926,-0.270278,0.0,69.9578,46.3202,69.0339
19.804_-1.151,011912.85-010904.5,2986.0,19.803552,-1.151264,19.803553,-1.151264,0.0,2.0019,2.0019,-25.316,-25.316,8.88,1.06317,0.501563,-0.103862,20.1093,55.0,0.329,1792,0.083301,2.43806,-0.980148,0.058324,0.0,116.622,115.042,113.556
19.805_0.854,011913.21+005115.8,2987.0,19.805056,0.854411,19.805056,0.854411,0.0,1.6712,1.6712,-25.999,-25.999,8.829,1.35964,3.43055,-1.03666,18.9615,57.0,0.313,1769,2.9698,4.63045,-1.19248,-0.933898,0.0,152.717,120.208,152.7
19.828_-0.691,011918.81-004129.1,2989.0,19.828389,-0.691439,19.828388,-0.691439,0.0,1.8291,1.8291,-25.065,-25.065,0.0,1.15552,2.54807,-0.980745,20.0637,56.0,0.194,1789,2.32863,4.29519,-1.1785,-0.8944,0.0,136.111,113.069,135.1
19.845_-0.739,011922.85-004419.7,2991.0,19.845223,-0.738814,19.845222,-0.738814,0.0,1.0571,1.0571,-25.642,-25.642,8.735,1.17901,2.68254,-0.900113,18.1884,56.0,0.17,2046,2.53395,4.39743,-1.03038,-0.850025,0.0,162.122,110.236,161.32
19.847_0.086,011923.26+000507.8,2992.0,19.846941,0.085513,19.846941,0.085513,0.0,1.5049,1.5049,-25.833,-25.833,9.21,1.33355,2.90212,-1.25583,18.9809,56.0,-0.162,1963,2.70114,4.51091,-1.39296,-1.17502,0.0,163.918,139.709,163.544
19.892_0.110,011934.02+000635.1,2999.0,19.891776,0.109772,19.891775,0.109772,0.005323605600495953,1.1133,1.1133,-23.87,-23.87,8.435,1.41393,2.53181,-0.653335,19.9175,42.0,-0.11,2057,2.36711,4.18761,-0.78696,-0.589595,0.0,87.3417,51.2077,85.9342
19.894_-0.403,011934.56-002411.6,3000.0,19.894021,-0.403237,19.89402,-0.403237,0.0,1.1744,1.1744,-24.679,-24.679,8.641,0.927932,2.75083,-0.816889,19.6064,56.0,-0.09,1812,2.62776,4.47191,-0.94419,-0.763976,0.0,142.506,95.7853,141.922
19.897_-0.343,011935.29-002033.5,3001.0,19.89705,-0.342659,19.897051,-0.342659,0.0,0.8576,0.8576,-23.02,-23.02,0.0,1.0968,1.16274,0.064193,20.1153,39.0,0.092,2097,0.890726,1.44071,-0.059721,0.140423,0.0,57.9847,50.4098,48.9286
19.907_-0.168,011937.57-001003.6,3002.0,19.906572,-0.167688,19.906572,-0.167688,0.0,1.2027,1.2027,-24.592,-24.592,8.958,1.16195,3.26312,-1.12411,19.4977,64.0,0.045,2125,3.01159,4.5973,-1.23472,-1.05073,0.0,175.838,117.805,175.626
19.912_1.021,011938.85+010116.4,3003.0,19.911908,1.021223,19.911907,1.021223,0.0,1.8368,1.8368,-25.278,-25.278,0.0,1.00924,4.03382,-1.25273,19.8286,56.0,0.133,1793,3.21861,4.67048,-1.36023,-1.11159,0.0,136.82,116.594,136.805
19.931_-1.150,011943.49-010858.5,3005.0,19.931232,-1.149584,19.931232,-1.149584,0.0,0.4962,0.4962,-22.777,-22.777,0.0,1.13021,1.80613,-0.371517,19.4397,40.0,0.041,1932,1.58656,2.63427,-0.6188,-0.312942,0.0,78.058,63.0252,74.4266
19.952_0.732,011948.51+004355.9,3008.0,19.952156,0.732215,19.952156,0.732215,0.0,1.7686,1.7686,-26.961,-26.961,9.91,1.37632,3.11393,-0.709008,18.2817,66.0,0.439,1796,2.95179,4.59553,-0.848897,-0.65785,0.0,172.138,95.4359,171.916
19.953_-1.249,011948.79-011457.0,3009.0,19.953327,-1.249167,19.953327,-1.249167,0.0,1.6393,1.6393,-25.401,-25.401,8.874,1.17967,3.30389,-0.978794,19.813,53.0,0.026,1913,2.93493,4.5952,-1.09854,-0.880963,0.0,129.549,92.6962,129.424
19.955_-0.262,011949.28-001542.0,3011.0,19.955338,-0.26168,19.955338,-0.26168,0.0,1.8123,1.8123,-26.314,-26.314,9.676,1.40585,2.52762,-1.09712,18.9473,56.0,0.196,1875,2.32997,4.2647,-1.24694,-1.02112,0.0,157.612,135.46,156.53
19.955_-0.751,011949.31-004504.6,3012.0,19.955497,-0.751282,19.955498,-0.751282,0.0,1.4651,1.4651,-24.707,-24.707,8.631,1.45233,2.77861,-0.784529,20.1497,52.0,0.385,2114,2.55552,4.42687,-0.934019,-0.682137,0.0,107.355,84.8185,106.704
19.959_-0.194,011950.07-001139.0,3013.0,19.958651,-0.194173,19.958651,-0.194173,0.0,1.497,1.497,-26.599,-26.599,9.294,1.22412,1.56027,-0.581378,18.22,65.0,0.482,2001,1.34323,1.88621,-0.703718,-0.533946,0.0,177.761,155.568,171.248
19.959_1.254,011950.10+011514.4,3014.0,19.958759,1.254013,19.958759,1.254013,0.0,2.9476,2.9476,-27.033,-27.033,9.064,1.90242,2.75329,-1.00137,19.1773,60.0,-0.16,1787,2.4565,4.40708,-1.17269,-0.858969,0.0,144.024,121.845,143.42
19.988_-1.113,011957.21-010648.0,3015.0,19.988379,-1.113354,19.988379,-1.113354,0.0,1.1594,1.1594,-24.223,-24.223,0.0,1.11221,2.14364,-0.739495,19.7262,53.0,0.048,1765,1.95749,3.78554,-1.02232,-0.683597,0.0,128.692,102.807,126.591
19.997_0.233,011959.34+001358.0,3016.0,19.997269,0.232794,19.997269,0.232794,0.0,1.0474,1.0474,-25.405,-25.405,8.98,1.39935,2.85444,-0.751041,18.7182,66.0,0.052,1795,2.72217,4.51169,-0.890177,-0.700266,0.0,175.142,125.463,174.686
2.000_-0.006,000800.06-000021.3,274.0,2.000279,-0.005939,2.000279,-0.005939,0.003073585126505738,0.7586,0.7586,-24.166,-24.166,8.191,1.10721,0.80389,-0.339893,18.9492,85.0,0.224,197,0.604839,0.977876,-0.466513,-0.283378,0.0,226.15,206.967,207.522
2.007_0.770,000801.72+004613.3,275.0,2.007176,0.770382,2.007176,0.770382,0.0,1.9162,1.9162,-25.33,-25.33,0.0,1.16401,3.09223,-1.0369,19.7554,62.0,0.703,425,2.90691,4.5595,-1.14988,-0.960031,0.0,157.529,118.085,157.193
2.016_-0.661,000803.87-003939.0,277.0,2.016163,-0.660855,2.016163,-0.660855,0.0,2.093,2.093,-25.237,-25.237,8.252,1.09219,2.43541,-1.23961,20.1542,54.0,-0.202,384,2.11536,4.18405,-1.5057,-1.10471,0.0,136.099,127.698,134.962
2.018_-0.656,000804.22-003922.9,278.0,2.017611,-0.656376,2.017611,-0.656376,0.0,1.608,1.608,-25.062,-25.062,0.0,1.31946,3.3809,-0.908422,20.0558,52.0,0.087,281,3.01102,4.61255,-1.03857,-0.803911,0.0,115.097,85.0025,114.98
2.022_-0.663,000805.18-003946.7,279.0,2.021588,-0.662987,2.021588,-0.662987,0.0,1.9248,1.9248,-25.137,-25.137,0.0,1.41455,3.12519,-0.780943,19.9173,54.0,0.029,135,2.90439,4.5746,-0.913772,-0.688775,0.0,117.548,78.5033,117.302
2.023_-0.167,000805.40-001001.7,280.0,2.022504,-0.167163,2.022504,-0.167163,0.0,0.7336,0.7336,-24.462,-24.462,8.604,1.16878,2.18958,-0.646173,18.5131,60.0,0.028,114,2.00869,3.3187,-0.770764,-0.609742,0.0,158.53,92.6639,155.826
2.031_0.272,000807.53+001619.0,282.0,2.031392,0.271952,2.031392,0.271952,0.0,1.478,1.478,-26.129,-26.129,9.154,1.20738,2.64481,-0.917664,18.79,63.0,0.058,258,2.47974,4.41526,-1.03837,-0.86972,0.0,180.825,132.831,180.168
2.051_0.220,000812.29+001312.4,285.0,2.051212,0.220122,2.051212,0.220122,0.0,1.051,1.051,-24.449,-24.449,8.598,1.17543,1.38282,-0.500446,19.5401,64.0,0.139,326,1.10254,1.87031,-0.711407,-0.414648,0.0,155.28,143.67,149.562
2.065_0.754,000815.68+004516.1,289.0,2.065339,0.754484,2.065339,0.754484,0.0,1.0933,1.0933,-24.37,-24.37,8.912,1.48019,2.85993,-0.953436,19.6088,63.0,0.088,315,2.63691,4.48401,-1.11336,-0.853004,0.0,148.8,114.021,148.352
2.092_-0.384,000822.06-002302.7,292.0,2.091958,-0.38411,2.091958,-0.38411,0.0,3.0641,3.0641,-26.918,-26.918,9.66,1.22,2.7214,-1.09373,19.5294,54.0,0.22,171,2.39173,4.44374,-1.31396,-0.967688,0.0,144.824,131.534,144.417
2.115_1.248,000827.70+011452.1,296.0,2.115444,1.247824,2.115444,1.247824,0.0,1.2938,1.2938,-24.553,-24.553,8.665,1.23875,1.89443,-0.590233,19.9145,61.0,0.099,399,1.67578,2.88815,-0.870213,-0.521857,0.0,130.602,110.051,127.4
2.124_-0.118,000829.77-000704.1,297.0,2.124077,-0.117824,2.124077,-0.117824,0.0,1.6481,1.6481,-26.084,-26.084,8.625,1.42422,2.37618,-0.963258,18.9925,62.0,-0.135,271,2.1753,3.92547,-1.11196,-0.896131,0.0,170.623,136.467,168.804
2.145_0.532,000834.71+003156.1,298.0,2.144652,0.532275,2.144652,0.532275,0.0,0.263,0.263,-23.1,-23.1,0.0,1.08368,1.86759,-0.462093,17.2816,53.0,-0.282,107,1.65622,2.26028,-0.550352,-0.42677,0.0,129.008,90.5164,124.556
2.160_-0.866,000838.29-005156.8,299.0,2.159572,-0.865801,2.159572,-0.865801,0.0,2.8892,2.8892,-26.582,-26.582,9.182,1.4896,2.69442,-0.851659,19.7195,59.0,-0.229,367,2.58386,4.51691,-1.16114,-0.772328,0.0,134.73,105.666,134.303
2.164_-0.894,000839.31-005336.8,300.0,2.163799,-0.893578,2.163799,-0.893578,0.0,2.619,2.619,-26.727,-26.727,0.0,1.84252,2.99027,-1.06782,19.285,61.0,-0.024,193,2.82975,4.55191,-1.19514,-0.994012,0.0,151.843,120.287,151.532
2.186_0.431,000844.70+002550.5,303.0,2.186254,0.430718,2.186254,0.430718,0.0,2.1224,2.1224,-26.446,-26.446,9.663,1.0853,3.46689,-1.05283,19.2323,56.0,-0.037,189,3.12036,4.63005,-1.16251,-0.968764,0.0,156.14,103.371,156.015
2.195_0.290,000846.69+001725.4,304.0,2.194558,0.290413,2.194558,0.290413,0.0,1.6863,1.6863,-26.037,-26.037,9.082,1.22686,2.49365,-1.07063,19.145,63.0,0.269,270,2.31236,4.24355,-1.25192,-1.00362,0.0,180.718,150.462,179.517
2.202_-0.122,000848.44-000717.7,305.0,2.201872,-0.121595,2.201872,-0.121595,0.003073585126505738,1.5652,1.5652,-24.731,-24.731,0.0,1.22439,2.41737,-0.938992,20.2256,62.0,0.076,132,2.16532,4.41016,-1.21923,-0.847277,0.0,141.315,134.001,140.928
2.254_-0.052,000901.01-000306.7,310.0,2.254239,-0.051868,2.254239,-0.051868,0.003073585126505738,0.7117,0.7117,-23.087,-23.087,0.0,1.15382,2.46475,-0.545522,19.9437,60.0,-0.042,378,2.3459,4.30214,-0.690077,-0.508715,0.0,128.791,63.4681,127.662
2.268_-0.726,000904.41-004332.8,312.0,2.26841,-0.725787,2.26841,-0.725787,0.0,1.8286,1.8286,-26.826,-26.826,9.402,1.15667,3.6097,-1.19179,18.519,52.0,0.089,284,3.15199,4.64859,-1.29265,-1.11147,0.0,161.845,98.9627,161.799
2.272_-0.191,000905.36-001126.6,315.0,2.27235,-0.190748,2.27235,-0.190748,0.0,1.179,1.179,-24.373,-24.373,7.972,1.34828,2.43076,-1.11734,19.831,60.0,0.267,66,2.14289,4.11094,-1.31769,-1.00199,0.0,151.604,141.811,150.252
2.279_0.548,000906.93+003252.6,316.0,2.278901,0.547959,2.278901,0.547959,0.0,2.6255,2.6255,-25.914,-25.914,9.31,1.0531,1.8445,-0.730536,20.0577,53.0,0.137,190,1.62543,3.96552,-1.12473,-0.679893,0.0,121.879,114.735,120.093
2.295_0.675,000910.85+004028.6,317.0,2.29522,0.674633,2.29522,0.674633,0.0,1.7869,1.7869,-25.784,-25.784,8.509,1.27434,3.64023,-1.10859,19.2734,62.0,0.118,435,3.1777,4.6508,-1.20595,-1.02883,0.0,168.244,97.3084,168.185
2.300_0.972,000912.07+005818.2,318.0,2.300328,0.971726,2.300328,0.971726,0.0,2.6779,2.6779,-25.91,-25.91,8.858,0.976496,2.46625,-0.976731,20.039,52.0,-0.129,346,2.22294,4.23606,-1.17603,-0.884901,0.0,121.895,105.77,120.799
2.301_0.404,000912.17+002413.3,319.0,2.300741,0.403718,2.300741,0.403718,0.0,2.4946,2.4946,-27.827,-27.827,0.0,0.947327,3.0713,-1.31859,18.1754,65.0,0.37,113,2.87893,4.5825,-1.43157,-1.25752,0.0,222.15,177.003,221.993
2.303_1.155,000912.69+010919.0,320.0,2.302902,1.155281,2.302902,1.155281,0.0,2.4708,2.4708,-26.685,-26.685,9.588,1.21334,3.18561,-1.1322,19.2229,59.0,0.127,417,2.79356,4.58937,-1.25252,-1.04859,0.0,163.561,130.239,163.544
2.304_0.085,000912.89+000504.4,321.0,2.303743,0.084568,2.303743,0.084568,0.0,1.7369,1.7369,-27.794,-27.794,0.0,1.30326,2.93637,-1.07934,17.3808,54.0,0.056,260,2.81506,4.55215,-1.20611,-1.02474,0.0,169.875,116.678,169.542
2.324_-0.229,000917.68-001344.8,324.0,2.323695,-0.229118,2.323695,-0.229118,0.0,1.5357,1.5357,-25.177,-25.177,9.013,1.12976,5.0,-0.875,19.5384,52.0,0.15,91,3.45387,4.72759,-0.968859,-0.779213,1.0,123.319,84.3278,123.324
2.333_0.938,000920.01+005618.4,326.0,2.333394,0.938468,2.333394,0.938468,0.0,2.3863,2.3863,-25.538,-25.538,8.626,1.33716,3.45264,-0.90904,19.9393,52.0,0.182,342,3.13002,4.63451,-1.02138,-0.818702,0.0,113.408,70.3596,113.303
2.342_0.099,000922.19+000555.6,328.0,2.342483,0.098788,2.342483,0.098788,0.003073585126505738,1.9968,1.9968,-24.963,-24.963,0.0,1.30354,3.56803,-1.07799,20.2279,52.0,0.084,202,3.08548,4.63718,-1.21836,-0.927012,0.0,110.413,95.0155,110.354
2.365_1.182,000927.60+011055.7,331.0,2.365029,1.182139,2.365029,1.182139,0.0,1.6703,1.6703,-26.089,-26.089,9.195,1.15217,2.49977,-0.966821,18.9786,59.0,-0.147,223,2.31767,4.17928,-1.11977,-0.900418,0.0,165.204,121.718,163.848
2.389_0.737,000933.33+004414.7,332.0,2.388915,0.737431,2.388915,0.737431,0.0,0.9481,0.9481,-23.63,-23.63,0.0,1.43561,3.91244,-0.749337,20.1376,61.0,0.224,395,2.80833,4.59412,-0.842894,-0.637605,0.0,123.264,72.2924,123.255
2.410_-0.664,000938.48-003949.7,333.0,2.410365,-0.663824,2.410365,-0.663824,0.0,2.2539,2.2539,-26.1,-26.1,9.065,0.966516,2.44076,-0.848571,19.6903,52.0,0.058,57,2.27419,4.02664,-0.982229,-0.791548,0.0,133.621,81.9817,131.876
2.431_1.083,000943.36+010459.8,335.0,2.430708,1.083279,2.430708,1.083279,0.0,0.4557,0.4557,-22.711,-22.711,8.645,44.0906,-10.0,-10.0,18.9433,5.0,0.167,298,-10.0,-10.0,-10.0,-10.0,0.0,183.364,-10.0,-10.0
2.439_0.227,000945.46+001337.0,337.0,2.439445,0.226963,2.439445,0.226963,0.0,0.6976,0.6976,-24.414,-24.414,8.647,1.21793,2.14321,-0.77024,18.5198,62.0,-0.015,402,1.94887,3.53949,-0.921411,-0.727383,0.0,172.516,131.953,170.18
2.468_1.122,000952.42+010717.7,340.0,2.468435,1.12159,2.468435,1.12159,0.0,1.0233,1.0233,-23.188,-23.188,0.0,1.05376,5.0,-0.575,20.2116,42.0,0.093,357,3.01876,4.63644,-0.649182,-0.455277,1.0,70.8357,47.5554,70.8427
2.501_-0.151,001000.29-000901.8,343.0,2.501236,-0.150522,2.501236,-0.150522,0.0,1.4292,1.4292,-25.802,-25.802,8.881,1.34822,3.38985,-0.941057,18.9834,61.0,-0.103,8963,2.96066,4.61511,-1.04937,-0.857767,0.0,167.922,123.095,167.879
2.509_0.707,001002.04+004224.5,345.0,2.508515,0.706831,2.508515,0.706831,0.0,1.2116,1.2116,-25.368,-25.368,8.955,1.20691,2.5354,-0.898756,18.8128,61.0,0.212,123,2.39142,4.26452,-1.04389,-0.852485,0.0,173.433,117.973,172.184
2.512_1.069,001002.84+010407.5,346.0,2.511848,1.068765,2.511848,1.068765,0.0,1.4457,1.4457,-24.681,-24.681,9.033,0.946998,3.69363,-0.725971,20.553,57.0,-0.162,387,3.19792,4.6538,-0.830123,-0.650352,0.0,115.353,46.9505,115.275
2.512_-1.019,001002.96-010107.2,347.0,2.512352,-1.01868,2.512352,-1.01868,0.0,0.5542,0.5542,-23.65,-23.65,0.0,1.20628,2.9788,-0.95467,18.4626,63.0,0.395,105,2.83,4.53917,-1.06412,-0.903543,0.0,186.747,114.96,186.361
2.521_-0.819,001004.96-004906.8,348.0,2.520697,-0.818556,2.520697,-0.818556,0.0,1.9748,1.9748,-25.149,-25.149,0.0,1.81335,5.0,-0.85,20.5316,48.0,-0.038,350,3.16825,4.67976,-0.942723,-0.63908,1.0,79.599,52.1222,79.6047
2.521_0.862,001005.04+005141.4,349.0,2.521021,0.861517,2.521021,0.861517,0.0,1.6711,1.6711,-25.144,-25.144,8.549,1.58954,2.28724,-0.957295,19.7771,50.0,0.853,18,1.91462,4.15331,-1.21687,-0.816589,0.0,110.088,102.294,109.102
2.529_0.496,001007.02+002947.2,350.0,2.529255,0.49646,2.529255,0.49646,0.0,1.7318,1.7318,-24.75,-24.75,0.0,1.36018,7.49999,-0.869631,20.2016,51.0,-0.062,393,2.69838,4.57797,-0.876944,-0.609045,0.0,108.147,78.064,96.129
2.533_0.672,001008.02+004018.2,352.0,2.533449,0.671726,2.533449,0.671726,0.0,1.8919,1.8919,-25.401,-25.401,0.0,1.01031,3.43157,-0.814198,19.8116,61.0,0.066,372,3.07776,4.62817,-0.92147,-0.737138,0.0,142.59,86.8013,142.51
2.542_0.857,001010.03+005126.6,353.0,2.541802,0.857401,2.541802,0.857401,0.0,0.387,0.387,-22.786,-22.786,8.147,16.4881,-10.0,-10.0,18.476,8.0,0.475,127,-10.0,-10.0,-10.0,-10.0,0.0,139.064,-10.0,-10.0
2.568_0.787,001016.22+004713.3,355.0,2.567595,0.78705,2.567595,0.78705,0.0,1.181,1.181,-24.468,-24.468,0.0,1.04177,3.31078,-0.445976,20.4754,59.0,-0.122,52,3.0537,4.61622,-0.546932,-0.381688,0.0,95.4452,29.357,95.2981
2.569_0.208,001016.49+001227.6,356.0,2.568711,0.20769,2.568711,0.20769,0.0,2.2762,2.2762,-27.275,-27.275,9.697,1.34428,5.0,-1.3,18.5416,112.0,0.272,40,3.51159,4.73728,-1.37856,-1.20647,1.0,365.911,269.519,365.926
2.574_1.081,001017.80+010450.7,358.0,2.574172,1.080763,2.574172,1.080763,0.0,1.818,1.818,-26.798,-26.798,9.22,1.57466,5.0,-1.475,18.4399,59.0,0.472,297,3.43029,4.72855,-1.57235,-1.33955,1.0,183.364,136.91,183.375
2.576_-1.168,001018.30-011004.3,360.0,2.576269,-1.167869,2.576269,-1.167869,0.0,1.7782,1.7782,-25.833,-25.833,8.768,1.21945,2.49246,-1.17003,19.3972,53.0,0.014,180,2.34788,4.3876,-1.4376,-1.10486,0.0,144.613,127.967,143.8
2.577_-0.970,001018.56-005810.3,361.0,2.57737,-0.969552,2.57737,-0.969552,0.0,0.6269,0.6269,-23.719,-23.719,9.341,1.28524,4.86667,-0.925,19.2157,62.0,0.08,301,3.26378,4.68437,-1.02461,-0.835082,1.0,164.346,85.2049,164.346
2.585_-0.127,001020.28-000738.8,363.0,2.584517,-0.127469,2.584517,-0.127469,0.003073585126505738,2.1546,2.1546,-26.36,-26.36,8.915,0.917669,3.61565,-1.01328,19.4238,61.0,0.005,84,3.07915,4.63889,-1.11329,-0.942224,0.0,171.181,112.625,171.164
2.592_-0.371,001022.13-002216.7,365.0,2.592211,-0.371331,2.592211,-0.371331,0.003073585126505738,0.8589,0.8589,-23.797,-23.797,7.965,1.1721,2.06692,-0.705227,19.6223,54.0,0.18,154,1.90138,3.99806,-0.980849,-0.66351,0.0,130.07,109.239,128.406
2.592_-0.617,001022.14-003701.1,366.0,2.592272,-0.616998,2.592272,-0.616998,0.0,3.152,3.152,-28.192,-28.192,0.0,1.43417,3.15659,-0.817256,18.4236,62.0,0.035,243,2.94638,4.59309,-0.929264,-0.759426,0.0,166.485,103.792,166.302
2.600_1.011,001023.93+010039.4,367.0,2.599709,1.010965,2.599709,1.010965,0.0,1.3826,1.3826,-25.201,-25.201,8.778,1.39688,1.92665,-0.317054,19.3277,55.0,0.052,327,1.70854,2.95091,-0.524444,-0.267529,0.0,101.572,77.1747,98.5535
2.601_-0.924,001024.18-005526.1,368.0,2.600765,-0.923929,2.600765,-0.923929,0.0,1.9318,1.9318,-25.565,-25.565,0.0,1.19449,2.32401,-0.779791,19.7955,62.0,-0.005,122,2.11448,3.80919,-0.948172,-0.709729,0.0,149.406,112.367,147.392
2.608_0.913,001025.90+005447.6,370.0,2.607954,0.913245,2.607954,0.913245,0.0,2.8473,2.8473,-27.263,-27.263,0.0,1.74825,3.62515,-1.30011,18.7999,56.0,-0.026,6,2.91118,4.61219,-1.43565,-1.07668,0.0,155.684,126.687,155.653
2.610_0.259,001026.50+001532.0,371.0,2.610454,0.258898,2.610454,0.258898,0.0,2.3998,2.3998,-25.978,-25.978,0.0,1.04222,3.22477,-0.89151,19.7972,61.0,-0.04,219,3.00603,4.59494,-0.991179,-0.829868,0.0,153.172,80.7086,152.953
2.614_0.492,001027.42+002932.7,372.0,2.614263,0.492441,2.614263,0.492441,0.0,1.2139,1.2139,-24.174,-24.174,8.758,1.08009,2.21812,-0.672359,19.9941,53.0,0.022,175,2.03214,4.03141,-0.854004,-0.622852,0.0,116.743,88.5776,115.151
2.627_1.002,001030.55+010006.0,374.0,2.627306,1.001683,2.627306,1.001683,0.0,0.378,0.378,-24.018,-24.018,0.0,1.36334,2.56853,-0.88857,17.4714,56.0,0.175,131,2.43814,4.28008,-1.01332,-0.846555,0.0,164.376,110.462,163.129
2.662_-0.862,001038.88-005143.8,377.0,2.662003,-0.862181,2.662003,-0.862181,0.0,1.5169,1.5169,-24.938,-24.938,9.167,0.954705,3.10667,-0.675257,19.9062,64.0,0.19,166,2.88517,4.57873,-0.777179,-0.622179,0.0,148.873,110.087,148.693
