SDSS,ra_deg,dec_deg,z,iMag,D(g-i),order
031304.02+003543.7,48.266758,0.595493,1.9052,-25.857,0.13,6710
030943.50-001904.2,47.431252,-0.31785,1.7002,-25.829,-0.092,6711
031246.44-005024.6,48.19354,-0.840192,1.5802,-26.279,-0.251,6712
030041.85+003347.9,45.174415,0.56331,1.7385,-26.013,-0.144,6713
031407.15-010017.5,48.529797,-1.004865,1.9525,-25.173,-0.05,6714
031035.04-000831.9,47.646039,-0.14222,2.7599,-25.87,-0.123,6715
031013.60-004401.6,47.55669,-0.733784,1.4111,-24.738,0.442,6716
031614.23-005054.2,49.059323,-0.848394,0.7105,-22.963,0.389,6717
030744.54-000331.1,46.935624,-0.058649,0.4911,-22.713,0.032,6718
030056.57-003044.6,45.23572,-0.512393,1.5175,-25.107,-0.065,6719
030404.45+010327.5,46.018565,1.057641,1.8328,-26.911,0.082,6720
031702.73+011339.4,49.261415,1.227623,2.2466,-25.206,-0.003,6721
031314.29-010402.4,48.309579,-1.067336,1.4994,-24.737,0.416,6722
031328.21-005952.2,48.367574,-0.997858,1.2229,-23.661,0.031,6723
031006.30+004005.2,47.526283,0.668112,2.41,-25.725,0.107,6724
030220.46+001937.4,45.585257,0.32708,0.7741,-23.817,0.43,6725
031118.84-005052.5,47.828507,-0.847925,2.1322,-25.454,0.085,6726
030029.81+000420.9,45.12421,0.072476,0.7601,-23.513,-0.252,6727
031343.07-001623.3,48.429495,-0.273151,1.5636,-25.732,-0.024,6728
031457.88+005028.8,48.74119,0.841351,0.4741,-22.781,-0.193,6729
030422.45+010518.3,46.093572,1.088427,1.4434,-24.512,0.065,6730
030856.20+004355.7,47.234193,0.732158,2.3426,-26.501,0.071,6731
031647.56-001539.7,49.198202,-0.261031,0.9046,-23.684,-1.498,6732
030915.69-001637.7,47.315401,-0.277143,2.679,-26.629,0.022,6733
030058.73-010546.5,45.244714,-1.096257,2.0985,-24.654,0.023,6734
031136.97+002352.6,47.904076,0.397959,3.0872,-26.694,0.001,6735
031721.02-002637.1,49.337605,-0.443666,0.4673,-22.072,0.161,6736
030206.76-000121.3,45.528206,-0.022587,0.6445,-23.391,-0.087,6737
030121.39+001726.3,45.33913,0.290651,0.4101,-22.115,0.561,6738
030657.64+000610.7,46.740186,0.102981,0.7845,-23.305,0.632,6739
031120.35-002407.8,47.834806,-0.402169,1.4794,-25.608,-0.05,6740
031435.72-003022.3,48.648835,-0.506205,3.3456,-25.9,-0.069,6741
031001.87-001002.0,47.507817,-0.167227,1.6041,-24.773,0.162,6742
030357.45-010907.4,45.989402,-1.15208,1.5196,-26.183,0.071,6743
031134.47+001723.1,47.893662,0.289762,2.0339,-25.315,0.186,6744
031528.99+005316.1,48.870816,0.887819,0.9401,-24.767,0.061,6745
031314.09-000913.7,48.308716,-0.153813,2.925,-25.954,-0.176,6746
030505.90-000616.5,46.274587,-0.104591,3.4502,-26.26,0.063,6747
031814.50-005647.1,49.560418,-0.946443,0.6951,-22.483,0.428,6748
030054.53-003403.3,45.227222,-0.567609,2.4874,-25.088,2.663,6749
030322.79-004726.9,45.844984,-0.790827,0.6021,-23.222,0.682,6750
030543.44-010622.1,46.43102,-1.106166,2.8671,-26.59,0.353,6751
030916.36-001231.1,47.318205,-0.208661,2.4171,-25.507,0.138,6752
031610.53-010326.5,49.043876,-1.057375,1.5133,-24.694,-0.042,6753
031249.02+005042.6,48.204251,0.845188,1.7453,-25.96,0.258,6754
030916.05+001834.4,47.316885,0.309575,1.4324,-24.483,0.229,6755
031501.19-004750.7,48.754999,-0.797428,2.2546,-26.886,0.549,6756
030847.12-005640.1,47.196351,-0.944492,1.1697,-24.646,-0.075,6757
030758.75+004259.0,46.994819,0.716413,2.5198,-25.815,-0.019,6758
031937.06-005820.5,49.904457,-0.972368,1.4165,-25.38,0.091,6759
031731.98+001010.4,49.383277,0.169563,1.9585,-26.134,-0.036,6760
031142.34+010355.1,47.926444,1.065325,2.4865,-26.482,-1.059,6761
031325.57-003800.9,48.356563,-0.633609,1.4303,-25.935,0.082,6762
031206.49+000449.6,48.027062,0.08046,1.4097,-25.101,-0.033,6763
030047.57+000312.9,45.198238,0.053587,1.4401,-25.026,-0.084,6764
030627.50-001816.3,46.614613,-0.304535,1.5378,-24.776,0.091,6765
030702.28+002645.3,46.759525,0.445927,0.4765,-22.018,0.18,6766
030621.58+004547.3,46.58992,0.763146,1.9496,-25.51,-0.033,6767
031237.56+004511.3,48.156539,0.753156,1.8244,-26.194,0.121,6768
031019.95+010111.6,47.583146,1.019895,1.3895,-27.206,-0.097,6769
030242.82+000715.7,45.678423,0.121032,1.035,-25.085,0.0,6770
030025.22+003224.2,45.105112,0.540064,4.2014,-27.333,0.124,6771
031559.51+003652.9,48.997976,0.614718,1.7325,-24.914,0.109,6772
031846.13-005622.8,49.692222,-0.939684,2.1247,-26.227,0.107,6773
031345.04-000720.2,48.437667,-0.12228,2.5185,-26.138,0.21,6774
031318.66+003623.9,48.327771,0.606657,1.2568,-26.422,0.286,6775
031403.31-010408.2,48.513797,-1.068956,1.275,-25.285,0.003,6776
030220.31-002222.7,45.584657,-0.372995,0.7049,-24.524,0.097,6777
031845.17-001845.3,49.688223,-0.312598,3.2233,-27.8,-0.077,6778
031620.51-005059.0,49.085475,-0.84975,2.1059,-25.809,-0.057,6779
031628.80+011115.3,49.12001,1.187607,1.7639,-25.372,0.276,6780
031124.47+010655.3,47.851976,1.115383,1.4321,-25.324,-0.096,6781
031624.15-003654.4,49.100646,-0.615138,1.7985,-24.754,-0.125,6782
030949.41-004325.4,47.455906,-0.723732,1.5666,-24.952,-0.206,6783
031148.95+002849.7,47.953989,0.48048,1.5418,-25.279,-0.175,6784
031502.24-004550.6,48.759352,-0.764059,2.1744,-26.133,0.047,6785
031756.91-003138.9,49.487134,-0.527476,1.7267,-25.108,0.014,6786
031119.92-001748.3,47.833037,-0.296756,2.4103,-26.139,0.003,6787
030757.93+010414.4,46.991395,1.070681,0.9118,-23.798,0.031,6788
031545.06-003747.3,48.937774,-0.629816,1.1908,-24.465,-0.178,6789
031105.52+005635.5,47.773023,0.943216,0.6391,-23.948,0.424,6790
031404.60-000957.7,48.519174,-0.16603,0.7668,-22.863,-0.008,6791
031722.58-000501.3,49.344111,-0.083714,2.3237,-25.145,-0.026,6792
030520.89+000733.3,46.33707,0.125941,1.7578,-24.909,0.012,6793
031048.43-011455.6,47.70182,-1.248805,1.4591,-25.177,0.073,6794
031937.02+002947.9,49.904265,0.496642,2.6652,-27.003,0.072,6795
031301.90+010211.6,48.257944,1.036561,1.6305,-25.161,0.113,6796
030029.87-010946.2,45.124488,-1.162855,1.1216,-24.541,0.091,6797
031730.04+000052.6,49.37517,0.014636,0.8919,-23.124,0.099,6798
030045.47+002133.0,45.189472,0.359185,1.4996,-25.593,0.089,6799
030942.04-003153.6,47.425168,-0.531561,1.4995,-25.498,0.16,6800
030719.45+002554.9,46.831065,0.431928,1.5855,-24.686,0.283,6801
031805.30+001736.1,49.5221,0.293386,1.7773,-25.217,0.224,6802
030100.23+000429.3,45.250977,0.074824,0.4859,-23.157,0.134,6803
030840.21-004550.8,47.167551,-0.764131,2.6253,-25.696,-0.186,6804
031926.24-002844.8,49.859366,-0.479134,1.573,-24.658,0.011,6805
031656.63+003709.8,49.235986,0.619413,1.898,-25.844,0.385,6806
031028.50-003202.1,47.618762,-0.533938,0.9566,-23.562,0.009,6807
031603.51-004234.0,49.014637,-0.709446,0.6854,-23.373,0.306,6808
031459.08+002404.0,48.746206,0.401138,1.9593,-26.828,0.042,6809
030454.72-005141.4,46.228037,-0.861506,1.78,-25.922,-0.047,6810
030707.40-000424.0,46.780841,-0.073347,0.6639,-23.566,0.267,6811
031130.28-010206.8,47.876206,-1.035232,1.3189,-23.802,-0.075,6812
031042.91-004017.2,47.6788,-0.671457,0.8661,-23.914,-0.054,6813
030520.85-003542.5,46.336914,-0.59515,0.642,-23.186,0.068,6814
031653.31+002627.1,49.22214,0.440872,1.4311,-24.597,0.405,6815
030901.54-001421.8,47.25643,-0.239406,1.8822,-26.145,0.393,6816
030600.41+010145.5,46.501722,1.02932,2.1914,-27.223,0.077,6817
030142.22+000655.2,45.42595,0.115347,0.6056,-22.914,0.037,6818
030816.27-002251.7,47.067805,-0.381051,1.1035,-24.357,0.01,6819
031418.33-004436.2,48.576395,-0.743414,1.3436,-24.342,-0.05,6820
031927.85+010707.4,49.866051,1.118744,1.9001,-25.496,0.157,6821
030628.59-010318.5,46.619159,-1.055156,1.5613,-26.61,0.234,6822
030952.30-005032.6,47.467918,-0.842412,2.1987,-26.055,0.111,6823
030536.16+011412.8,46.400701,1.236889,1.4174,-25.106,0.077,6824
031508.83+005058.8,48.786818,0.849671,1.4642,-24.72,0.038,6825
031129.69-001701.4,47.873737,-0.283742,1.3607,-25.02,-0.053,6826
031022.10+004130.0,47.592109,0.691674,0.656,-23.602,0.155,6827
031844.33-003605.1,49.684744,-0.601434,1.5668,-24.808,0.035,6828
030214.82+000125.3,45.561758,0.023713,1.1787,-24.691,-0.131,6829
030853.67-001801.9,47.22365,-0.300553,1.4391,-25.503,-0.136,6830
030222.08+000631.0,45.592022,0.108628,3.3147,-26.11,0.222,6831
031007.05-000333.0,47.529398,-0.059193,1.723,-24.643,-0.119,6832
030710.55-005445.5,46.793962,-0.912652,2.1685,-25.503,0.621,6833
031211.47+004937.5,48.047823,0.827095,1.5385,-24.726,-0.127,6834
030413.26-003944.9,46.055256,-0.662473,1.1134,-24.528,0.005,6835
030022.43-004956.2,45.093496,-0.832293,1.3461,-24.491,0.026,6836
030453.43+004529.4,46.222633,0.758183,1.5488,-25.228,-0.111,6837
030144.85-004405.5,45.436911,-0.734886,0.3833,-22.036,-0.129,6838
031051.73-004224.7,47.715583,-0.706881,1.3305,-25.024,-0.293,6839
030829.04-000923.7,47.121037,-0.1566,1.0282,-24.074,-0.083,6840
030223.51+002515.2,45.597992,0.420916,0.8916,-23.374,0.058,6841
031905.80+004252.4,49.774179,0.714583,1.5131,-24.584,0.224,6842
031158.04-010224.0,47.991846,-1.040026,2.0655,-25.166,-0.171,6843
031604.61+000334.7,49.01922,0.059643,2.6319,-26.834,0.074,6844
031550.48-000017.1,48.960369,-0.004767,1.2158,-23.575,0.016,6845
030018.12+000908.3,45.075508,0.15231,2.2295,-25.73,0.295,6846
031006.35-004905.9,47.526459,-0.81832,0.8625,-23.453,0.024,6847
030309.39-011321.7,45.789151,-1.222698,1.0375,-24.282,-0.121,6848
031537.34-001811.0,48.9056,-0.303074,1.8068,-25.439,0.029,6849
204053.38+004042.1,310.222419,0.678372,0.5016,-22.666,-0.027,6850
204446.24-004601.8,311.192697,-0.767191,2.5873,-26.183,0.035,6851
205003.02+010328.4,312.512622,1.057897,1.5956,-24.796,0.095,6852
205546.36+010709.5,313.943173,1.119306,1.651,-25.36,-0.013,6853
205509.20+005245.7,313.788352,0.879365,1.5031,-25.769,0.024,6854
205929.17+011334.5,314.871544,1.226256,0.8825,-23.469,-0.146,6855
204539.68-011158.2,311.415337,-1.199502,2.5742,-27.795,0.26,6856
205824.23+001606.7,314.600975,0.268537,0.7677,-23.152,-0.211,6857
204257.75-001431.9,310.740635,-0.242197,0.924,-23.61,-9.0,6858
204233.40-000538.3,310.639196,-0.093995,1.1849,-25.284,-0.016,6859
204426.44+005610.3,311.110181,0.93622,1.3308,-25.227,0.049,6860
204910.96+001557.2,312.295689,0.265906,0.3629,-22.456,-0.321,6861
205754.81-001917.0,314.478378,-0.321402,1.663,-25.453,-0.002,6862
205706.58+010030.5,314.277454,1.008488,0.8604,-25.86,0.11,6863
205411.23-000235.3,313.546807,-0.043151,1.426,-24.917,-0.18,6864
205912.20+003037.9,314.800858,0.510535,2.1707,-25.47,-0.017,6865
205954.50-001917.3,314.977118,-0.321498,2.1072,-27.383,0.057,6866
204443.34+010515.4,311.180613,1.087635,0.6078,-22.431,0.371,6867
204113.16+005132.9,310.304864,0.859157,0.8344,-25.218,-0.408,6868
204106.09-003645.1,310.275378,-0.612554,1.589,-25.241,0.093,6869
205357.43+005332.1,313.489308,0.892271,2.2585,-26.293,0.288,6870
205712.01-010001.7,314.300079,-1.000482,1.1124,-24.622,-0.082,6871
205647.79+003208.7,314.199141,0.535777,1.6673,-25.92,0.149,6872
205123.72+002247.1,312.848871,0.379774,1.3369,-24.422,-0.059,6873
205558.55-005358.2,313.99399,-0.899526,0.9039,-23.995,-0.341,6874
204030.52-003015.9,310.127207,-0.504425,1.549,-25.932,0.509,6875
205701.26-003654.1,314.255282,-0.615036,1.051,-23.968,-0.056,6876
205436.44+004349.5,313.651851,0.730421,1.0999,-24.548,0.052,6877
204008.25+003327.2,310.034392,0.557576,1.4809,-25.496,-0.027,6878
205631.22+001527.6,314.130108,0.257694,0.5775,-23.506,0.136,6879
204203.64-002132.9,310.515199,-0.359144,1.6434,-26.271,0.128,6880
205004.61-001211.2,312.519225,-0.203135,1.6528,-26.363,0.043,6881
204809.90-004559.0,312.041256,-0.766406,1.8064,-25.33,0.191,6882
205724.14-003018.7,314.35062,-0.505207,4.6626,-28.762,-0.634,6883
204956.04-002355.6,312.483507,-0.398801,1.2162,-24.29,0.174,6884
204621.29+004427.8,311.588738,0.741056,0.4005,-22.34,-0.167,6885
204750.43+002606.9,311.960138,0.435259,0.6157,-22.615,0.041,6886
205151.15+005729.2,312.963146,0.958114,1.093,-24.101,0.067,6887
204638.66+004128.3,311.66112,0.691209,0.8832,-23.803,-0.107,6888
205731.65-000623.7,314.381906,-0.10659,1.477,-24.766,-0.031,6889
204021.97+001149.3,310.091559,0.197042,0.8021,-23.696,-0.024,6890
204600.72+004803.7,311.503038,0.801046,1.0773,-23.962,-0.004,6891
205322.51+011203.5,313.343797,1.200976,2.0742,-26.166,0.496,6892
205407.92+005400.9,313.533016,0.900257,1.6466,-25.434,-0.037,6893
205555.60+002523.7,313.981672,0.423277,1.1106,-24.018,0.087,6894
205632.34+011420.8,314.134782,1.239139,1.1841,-24.291,-0.054,6895
205821.27+000731.8,314.588653,0.125512,3.1253,-26.812,-0.081,6896
205704.30-000527.1,314.267939,-0.090888,1.8822,-25.961,-0.004,6897
204841.06-001325.7,312.171097,-0.223819,1.0332,-24.078,-0.013,6898
205741.90+004710.8,314.424584,0.786335,0.4746,-22.669,0.611,6899
205131.37-000354.6,312.880717,-0.065174,1.1789,-24.841,-0.061,6900
205433.03+000602.0,313.637633,0.100574,0.6844,-23.89,-0.071,6901
205906.98-005750.3,314.779118,-0.963998,0.4921,-22.343,0.518,6902
205542.26-010132.7,313.926107,-1.02576,0.847,-24.417,0.116,6903
204936.27-005248.4,312.401131,-0.880111,1.3768,-24.803,0.058,6904
204322.97+000344.1,310.84574,0.062277,2.2004,-25.564,0.075,6905
205510.31-003008.1,313.792969,-0.502261,1.2764,-24.649,0.167,6906
205900.34-000544.7,314.751427,-0.095757,1.879,-26.16,0.111,6907
204549.34+004422.2,311.455614,0.739515,2.2242,-25.796,0.184,6908
204556.96-005319.3,311.487338,-0.888714,2.5197,-26.388,0.043,6909
204701.73+001739.8,311.75722,0.294402,2.0651,-26.745,0.346,6910
205549.86-002332.6,313.957753,-0.392402,1.2071,-24.261,0.164,6911
204234.95-003144.1,310.64564,-0.528929,2.4786,-26.931,0.131,6912
205255.76-005322.1,313.232345,-0.889487,1.5624,-25.104,-0.002,6913
204904.23-004551.3,312.267651,-0.76427,1.0732,-24.446,-0.107,6914
204914.74-010948.1,312.311455,-1.16337,2.1761,-25.722,-0.007,6915
205745.88-005052.2,314.441175,-0.847857,1.8314,-25.179,-0.064,6916
204322.94+001424.8,310.845587,0.240243,0.7302,-23.103,0.034,6917
205659.14+004907.7,314.246431,0.818814,2.4989,-27.24,0.502,6918
205351.60+002137.4,313.465026,0.360408,1.1777,-24.25,0.096,6919
204617.24+001315.3,311.571849,0.220937,1.4534,-26.09,-0.002,6920
204753.00+001332.3,311.970852,0.225655,0.6532,-22.634,0.306,6921
204815.35-001541.7,312.063978,-0.261599,1.566,-26.335,-0.147,6922
204224.75+005833.5,310.603164,0.975973,1.2764,-24.398,0.001,6923
205354.42-005408.1,313.476761,-0.902253,3.9236,-26.847,-0.021,6924
204853.64-000507.6,312.223525,-0.085471,1.2534,-25.528,-0.083,6925
205215.38+001307.8,313.064114,0.218852,1.8462,-26.022,0.78,6926
204643.79-010326.2,311.682492,-1.057298,1.1682,-24.692,0.022,6927
205316.38-000907.5,313.318271,-0.152101,1.9506,-26.072,0.127,6928
205100.89-002007.7,312.753715,-0.335477,1.5382,-24.896,0.263,6929
205428.56-004106.4,313.619015,-0.685134,1.7265,-25.043,-0.011,6930
204142.85+004825.3,310.428579,0.807041,1.6287,-24.952,0.094,6931
204747.99-002431.3,311.949987,-0.408708,1.344,-24.621,-0.016,6932
205458.14-003852.3,313.742286,-0.647884,2.1421,-25.753,-0.022,6933
204440.98+005631.1,311.170754,0.941982,1.4879,-25.431,0.261,6934
204950.47-004653.7,312.46032,-0.781611,2.5915,-26.647,-0.038,6935
205520.36+003719.9,313.834839,0.622216,1.3602,-24.711,0.105,6936
205401.64+005755.9,313.506861,0.965536,2.8839,-26.369,0.167,6937
205714.11-001440.3,314.308822,-0.244542,1.6143,-25.457,0.031,6938
205136.35-003830.3,312.901499,-0.641763,0.9726,-25.224,0.067,6939
204023.66+003230.2,310.098599,0.541734,2.4574,-25.54,-0.065,6940
205043.60-010439.3,312.6817,-1.077593,0.5113,-22.386,0.121,6941
205546.82+010434.4,313.945094,1.076243,0.6884,-23.966,0.193,6942
204526.29+004829.1,311.359554,0.808107,1.275,-24.648,0.046,6943
205136.24+011209.7,312.90101,1.202701,2.2502,-26.877,-0.013,6944
204041.38+001535.9,310.17243,0.259986,2.2182,-25.721,0.287,6945
205316.76+005920.9,313.319868,0.989157,4.2987,-27.875,0.003,6946
204622.02+004729.0,311.59179,0.791406,1.217,-24.628,0.093,6947
205557.32-003719.9,313.98887,-0.622221,1.3358,-25.761,0.07,6948
205254.60+000050.4,313.227508,0.014027,1.0861,-25.017,0.48,6949
205007.97-011047.5,312.533233,-1.179886,1.9038,-25.812,-0.21,6950
205303.06-003612.7,313.262757,-0.603529,1.2491,-26.721,0.08,6951
204253.84-004915.8,310.724352,-0.821083,1.1079,-24.355,0.013,6952
204952.62+011306.6,312.469273,1.21852,1.0913,-25.098,-0.098,6953
204635.92+010244.3,311.649706,1.045663,2.5765,-25.895,0.094,6954
204702.96-010216.8,311.762369,-1.038,0.9039,-23.622,-0.007,6955
204531.14-001316.4,311.379756,-0.221248,0.6306,-22.571,-0.065,6956
204512.75-002534.8,311.303166,-0.426344,2.0867,-25.391,-0.192,6957
204307.65-002542.2,310.781902,-0.428395,0.6358,-23.363,0.301,6958
204126.36-004006.9,310.359863,-0.668607,1.1919,-24.756,0.214,6959
205358.03-000407.7,313.491814,-0.068815,1.8441,-25.779,-0.135,6960
205145.67-005416.3,312.940305,-0.904547,1.4209,-24.471,0.198,6961
205156.49-001404.7,312.985382,-0.234659,0.7152,-24.038,0.01,6962
204540.78-003846.3,311.419921,-0.646212,1.1931,-24.732,0.027,6963
205517.65-003836.7,313.823571,-0.643546,3.4598,-26.519,0.059,6964
205256.09-001309.1,313.233739,-0.219195,1.409,-24.581,0.08,6965
204009.04-010020.1,310.037703,-1.005592,2.1635,-27.266,0.462,6966
204414.91-005018.9,311.062153,-0.838606,1.8738,-25.286,-0.001,6967
204537.78+001139.6,311.407443,0.194358,1.6128,-25.906,0.026,6968
205312.83+001138.8,313.30346,0.194119,1.744,-26.286,0.011,6969
205815.68+005808.0,314.565342,0.968904,1.1438,-24.186,-0.127,6970
204339.00-005144.8,310.91252,-0.862453,1.0842,-24.629,-0.004,6971
205049.50-003800.8,312.70628,-0.633571,0.7221,-23.598,0.071,6972
204638.17-004917.0,311.659069,-0.821392,0.5988,-22.649,-9.0,6973
205211.05-000557.3,313.046048,-0.099251,0.6812,-23.601,-0.028,6974
204536.56-010147.9,311.402345,-1.029987,1.6576,-28.65,0.024,6975
204601.81-010905.7,311.50757,-1.151586,2.2271,-25.722,0.223,6976
205538.48-010202.7,313.910364,-1.034107,2.2117,-26.438,0.036,6977
205434.64-010950.4,313.644354,-1.164001,1.4948,-25.203,0.13,6978
205058.45+004709.9,312.743579,0.786098,0.9322,-24.847,-0.481,6979
205417.02-001135.6,313.570931,-0.193246,1.0913,-23.914,0.01,6980
204229.53-010710.4,310.623077,-1.119558,1.2016,-24.051,0.116,6981
205357.22-011522.7,313.488445,-1.256306,1.8655,-25.158,-0.088,6982
205846.26-000919.8,314.69278,-0.155513,0.8244,-23.587,0.015,6983
205201.61+000051.5,313.00673,0.014333,0.5349,-24.019,0.098,6984
205141.44-001022.4,312.922675,-0.172908,1.8676,-25.479,0.373,6985
205048.06-010447.2,312.700253,-1.079805,0.9723,-23.546,0.241,6986
205333.01-010058.4,313.387573,-1.016225,2.2112,-26.344,-0.093,6987
205449.99-010718.6,313.708295,-1.121847,1.4613,-26.294,-0.067,6988
205010.90+004334.1,312.545427,0.726146,0.9359,-23.522,-0.087,6989
204611.48-003625.6,311.547835,-0.607128,1.8805,-26.825,-0.166,6990
205551.11-004814.1,313.962981,-0.803924,3.2711,-26.796,0.41,6991
204626.84+011146.9,311.611853,1.196366,1.8934,-25.605,0.062,6992
204305.04-000426.9,310.771025,-0.074161,1.1893,-24.127,-0.267,6993
205601.68-001613.3,314.007015,-0.270363,0.5206,-24.317,-0.164,6994
205738.06+001005.8,314.408586,0.16829,1.9182,-26.566,-0.149,6995
205650.77+010253.2,314.211553,1.048117,0.806,-23.353,0.306,6996
204609.35+010643.7,311.538999,1.112146,2.0547,-26.006,-0.007,6997
204254.64-001040.2,310.727684,-0.177843,2.036,-25.364,0.04,6998
204018.16+000540.8,310.07569,0.094684,1.7561,-26.371,-0.067,6999
204451.53+004956.9,311.214735,0.832489,1.1837,-25.004,-0.098,7000
204701.34+002904.6,311.755615,0.484629,2.3048,-26.259,0.21,7001
205137.57-004300.6,312.90657,-0.71686,1.0799,-24.823,-0.198,7002
204921.94+003139.5,312.341448,0.527649,2.3698,-26.722,0.292,7003
204428.49-003906.0,311.118747,-0.651674,0.6521,-23.275,-0.119,7004
204606.84-002815.5,311.528502,-0.470994,1.2029,-24.444,-0.07,7005
205932.47+000342.9,314.885311,0.061933,1.7701,-25.551,-0.105,7006
204113.70-001749.9,310.307085,-0.297218,0.5286,-22.633,0.398,7007
205752.47+000635.2,314.468656,0.109801,1.1319,-25.607,-0.101,7008
204426.32+002138.0,311.109679,0.360569,1.6795,-25.318,0.318,7009
204201.55+000642.6,310.506473,0.111853,1.3995,-25.118,-0.075,7010
205629.45+004844.7,314.122724,0.812437,1.6151,-25.795,0.054,7011
204459.10-005352.4,311.246267,-0.897892,2.6039,-26.533,-0.078,7012
204625.51-003606.3,311.606293,-0.601752,1.7723,-25.485,-0.186,7013
205443.56+004704.1,313.681518,0.784474,0.9482,-23.963,0.674,7014
205521.73+002423.2,313.840561,0.40645,0.6705,-22.715,0.124,7015
205310.57-010400.9,313.294066,-1.06694,1.7758,-25.697,-0.113,7016
205859.67+003532.9,314.748658,0.592493,1.4147,-24.503,0.785,7017
204245.74+000357.9,310.690616,0.066104,1.1201,-24.466,-0.09,7018
204305.90-001137.0,310.774609,-0.193616,1.3116,-25.701,0.071,7019
204153.51+002909.8,310.472979,0.486074,0.3971,-23.116,-0.099,7020
204902.69+001803.0,312.261211,0.30084,0.5102,-22.013,0.398,7021
204225.72-002856.4,310.607175,-0.482359,1.1334,-25.22,0.074,7022
205608.47+002928.1,314.035317,0.491142,0.481,-24.736,-0.267,7023
204716.35-011311.1,311.818134,-1.219754,1.0243,-24.534,0.21,7024
205016.99-002830.5,312.570812,-0.475154,1.9866,-26.12,0.415,7025
205343.56+005344.3,313.431536,0.895664,0.6881,-22.808,0.215,7026
204734.15-003902.4,311.892309,-0.650691,1.25,-24.487,0.374,7027
204740.98-001458.2,311.920768,-0.24952,0.9876,-24.797,0.005,7028
204910.05-004424.2,312.291904,-0.740075,1.3927,-24.802,0.093,7029
204700.56-004507.0,311.752349,-0.751954,1.0101,-24.341,-0.142,7030
205122.47-004219.2,312.843651,-0.705356,2.4085,-26.043,-0.005,7031
204011.86+004519.6,310.049428,0.755464,1.3762,-25.01,0.166,7032
205425.69-002117.3,313.607073,-0.354808,1.5101,-25.009,0.031,7033
205508.09+000656.6,313.783722,0.115747,2.445,-26.273,0.069,7034
204442.07+005447.5,311.175317,0.913214,1.6452,-25.837,0.186,7035
